universe builder
Batch 1/1 done
                                     open     high      low    close   volume  \
symbol timestamp                                                                
NBN    2025-05-16 04:00:00+00:00   86.215   86.215   86.215   86.215   1585.0   
       2025-05-19 04:00:00+00:00   84.970   84.970   84.970   84.970   1273.0   
       2025-05-20 04:00:00+00:00   85.105   85.500   85.105   85.500   1990.0   
       2025-05-21 04:00:00+00:00   85.310   85.310   83.360   83.945   1137.0   
       2025-05-22 04:00:00+00:00   83.945   83.945   83.945   83.945      0.0   
       2025-05-23 04:00:00+00:00   82.460   82.460   82.460   82.460   1693.0   
       2025-05-27 04:00:00+00:00   82.750   86.220   82.750   85.640   3799.0   
       2025-05-28 04:00:00+00:00   84.100   84.100   83.420   83.420   4430.0   
       2025-05-29 04:00:00+00:00   83.800   83.800   83.800   83.800    808.0   
       2025-05-30 04:00:00+00:00   83.735   83.735   83.735   83.735    572.0   
       2025-06-02 04:00:00+00:00   83.735   83.735   83.735   83.735      0.0   
       2025-06-03 04:00:00+00:00   81.560   81.630   81.560   81.580   1986.0   
       2025-06-04 04:00:00+00:00   81.445   81.445   79.800   80.505   4040.0   
       2025-06-05 04:00:00+00:00   80.390   80.560   80.390   80.560   1537.0   
       2025-06-06 04:00:00+00:00   81.930   82.210   81.930   82.210    724.0   
       2025-06-09 04:00:00+00:00   84.630   84.700   84.630   84.700   2082.0   
       2025-06-10 04:00:00+00:00   84.700   84.700   84.700   84.700      0.0   
       2025-06-11 04:00:00+00:00   86.270   86.270   85.230   85.480   2499.0   
       2025-06-12 04:00:00+00:00   84.990   84.990   84.990   84.990    701.0   
       2025-06-13 04:00:00+00:00   83.800   83.800   83.800   83.800    966.0   
       2025-06-16 04:00:00+00:00   82.750   82.750   82.750   82.750    526.0   
       2025-06-17 04:00:00+00:00   82.650   82.650   81.700   81.700   6618.0   
       2025-06-18 04:00:00+00:00   81.700   81.700   81.700   81.700      0.0   
       2025-06-20 04:00:00+00:00   82.310   82.540   81.525   82.420   2449.0   
       2025-06-23 04:00:00+00:00   82.800   84.860   82.800   84.860   2530.0   
       2025-06-24 04:00:00+00:00   86.770   87.810   86.290   86.290   7288.0   
       2025-06-25 04:00:00+00:00   85.280   85.450   84.620   85.100   4511.0   
       2025-06-26 04:00:00+00:00   86.180   86.900   85.430   86.900   2914.0   
       2025-06-27 04:00:00+00:00   88.330   88.570   88.330   88.570   3255.0   
       2025-06-30 04:00:00+00:00   88.700   88.970   87.640   88.970   4398.0   
       2025-07-01 04:00:00+00:00   89.770   92.445   89.770   92.090   4330.0   
       2025-07-02 04:00:00+00:00   92.280   93.140   92.280   93.140   1521.0   
       2025-07-03 04:00:00+00:00   96.025   96.550   95.715   95.715   2942.0   
       2025-07-07 04:00:00+00:00   95.925   95.925   94.400   94.400   2161.0   
       2025-07-08 04:00:00+00:00   95.510   96.170   95.260   95.720   6614.0   
       2025-07-09 04:00:00+00:00   95.890   95.890   94.980   95.110   2454.0   
       2025-07-10 04:00:00+00:00   96.720   97.030   96.475   96.950   2168.0   
       2025-07-11 04:00:00+00:00   95.710   96.500   95.710   96.100   5600.0   
       2025-07-14 04:00:00+00:00   96.780   97.475   96.780   97.100   2528.0   
       2025-07-15 04:00:00+00:00   97.225   97.225   95.380   95.515   2628.0   
       2025-07-16 04:00:00+00:00   94.750   95.845   94.750   95.500   5457.0   
       2025-07-17 04:00:00+00:00   96.240   96.240   96.020   96.040   2168.0   
       2025-07-18 04:00:00+00:00   96.250   96.250   94.365   94.680   1795.0   
       2025-07-21 04:00:00+00:00   96.840   96.840   95.050   95.050   1503.0   
       2025-07-22 04:00:00+00:00   95.000   97.330   95.000   96.110   2938.0   
       2025-07-23 04:00:00+00:00   95.310   96.390   95.310   95.875   2682.0   
       2025-07-24 04:00:00+00:00   95.675   97.270   95.665   96.700   3208.0   
       2025-07-25 04:00:00+00:00   95.940   96.120   95.410   95.995   4937.0   
       2025-07-28 04:00:00+00:00   95.950   98.060   95.600   98.060   3965.0   
       2025-07-29 04:00:00+00:00  101.500  105.435   99.345  104.125   3585.0   
       2025-07-30 04:00:00+00:00  105.370  105.370  100.480  100.880   5882.0   
       2025-07-31 04:00:00+00:00   99.800   99.800   98.415   99.165   3703.0   
       2025-08-01 04:00:00+00:00   94.760   95.970   92.755   92.755   6198.0   
       2025-08-04 04:00:00+00:00   93.040   93.860   91.300   93.860   2899.0   
       2025-08-05 04:00:00+00:00   92.975   95.825   92.975   95.630   6232.0   
       2025-08-06 04:00:00+00:00   92.840   93.820   92.840   93.820   3266.0   
       2025-08-07 04:00:00+00:00   93.055   94.025   93.055   94.000   2317.0   
       2025-08-08 04:00:00+00:00   94.600   96.755   94.600   96.755   3525.0   
       2025-08-11 04:00:00+00:00   97.605   97.605   96.900   97.490   2106.0   
       2025-08-12 04:00:00+00:00   99.020  102.465   99.020  102.210   5171.0   
       2025-08-13 04:00:00+00:00  102.190  103.000  101.155  103.000   1698.0   
       2025-08-14 04:00:00+00:00  102.590  103.935  101.380  103.540   5041.0   
       2025-08-15 04:00:00+00:00  102.730  102.970   99.800   99.800   8224.0   
       2025-08-18 04:00:00+00:00  100.910  102.110  100.910  102.110   2616.0   
       2025-08-19 04:00:00+00:00  101.985  102.420  101.310  102.025   3122.0   
       2025-08-20 04:00:00+00:00  103.200  103.200  101.860  102.245   1125.0   
